date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2016-09-29,115.20,115.97,114.73,114.79,4924448,-0.362,-0.34%,106.4257,568225185.12,38741
2016-09-28,116.38,116.53,114.46,115.18,5638874,-1.576,-1.45%,106.7873,648506305.57,41825
2016-09-27,116.95,117.20,116.37,116.88,3745396,0.324,0.30%,108.3634,437439690.53,26768
2016-09-26,116.80,116.94,116.28,116.53,3022356,-0.593,-0.55%,108.0389,352260276.45,27285
2016-09-23,116.49,117.52,116.35,117.17,2775956,-0.176,-0.16%,108.6323,325383429.93,23533
2016-09-22,117.46,117.95,117.282,117.36,3808802,0.399,0.37%,108.8084,447856650.09,31479
2016-09-21,116.49,117.05,115.96,116.93,4528903,0.445,0.41%,108.4098,528025933.00,35522
2016-09-20,115.72,116.63,115.50,116.45,3841800,1.15,1.08%,107.9647,447102640.85,30443
2016-09-19,115.83,116.41,114.9573,115.21,3741507,-0.065,-0.06%,106.8151,431998266.94,28389
2016-09-16,115.68,116.26,114.83,115.28,9500452,-0.797,-0.74%,106.88,1096774493.89,39080
2016-09-15,114.88,116.24,114.77,116.14,3674687,0.89,0.83%,107.6773,425360336.35,31955
2016-09-14,115.00,115.66,114.82,115.18,4530713,0.417,0.39%,106.7873,522214347.99,39277
2016-09-13,115.61,115.61,114.48,114.73,4162162,-1.131,-1.05%,106.3701,478132034.94,37441
2016-09-12,114.47,116.18,114.13,115.95,5014014,1.27,1.20%,107.5012,579117809.74,41536
2016-09-09,115.60,115.76,114.58,114.58,4961070,-1.474,-1.37%,106.231,570652831.59,37368
2016-09-08,116.82,117.11,116.04,116.17,3085582,-0.695,-0.64%,107.7051,359312972.26,27254
2016-09-07,117.27,117.49,116.44,116.92,2647685,-0.306,-0.28%,108.4005,309344305.10,22553
2016-09-06,117.09,119.24,116.91,117.25,6337938,1.317,1.23%,108.7064,745962981.65,48142
2016-09-02,115.93,116.11,115.695,115.83,3410123,0.399,0.37%,107.3899,395168480.41,27140
2016-09-01,115.51,115.8147,114.86,115.40,3966619,-0.241,-0.22%,106.9912,457216365.15,32426
2016-08-31,115.51,116.00,115.20,115.66,5394668,0.278,0.26%,107.2323,624099187.76,36507
2016-08-30,115.41,115.87,114.60,115.36,5085332,0.779,0.73%,106.9542,585712297.21,35509
2016-08-29,114.60,115.65,114.50,115.42,4982952,0.892,0.85%,106.1754,574554033.31,38697
2016-08-26,115.63,115.72,113.96,114.44,5294499,-0.911,-0.86%,105.2829,607496247.42,43792
2016-08-25,115.10,115.78,114.88,115.43,6694088,0.515,0.49%,106.1937,772773297.25,45967
2016-08-24,115.15,115.40,114.73,114.87,4135442,-0.294,-0.28%,105.6785,475510246.03,30166
2016-08-23,115.91,116.12,115.05,115.19,4305419,-0.212,-0.20%,105.9729,496454700.41,31122
2016-08-22,115.00,115.73,114.65,115.42,4484694,0.377,0.36%,106.1845,517637674.20,34002
2016-08-19,116.80,116.80,115.00,115.01,7065676,-1.95,-1.81%,105.8073,816017337.70,47320
2016-08-18,117.24,117.365,116.80,117.13,3710532,0.028,0.03%,107.7577,434395201.98,28456
2016-08-17,117.98,117.98,116.52,117.10,5184865,-0.773,-0.71%,107.7301,607057018.58,42421
2016-08-16,118.31,118.53,117.92,117.94,3333942,-0.534,-0.49%,108.5029,393946628.19,28550
2016-08-15,119.02,119.25,118.52,118.52,3391619,-0.92,-0.84%,109.0365,403062284.52,25307
2016-08-12,119.57,120.02,119.28,119.52,3015659,0.129,0.12%,109.9565,360643953.53,24355
2016-08-11,118.87,119.75,118.85,119.38,3490215,0.534,0.49%,109.8277,416680884.88,29130
2016-08-10,118.00,118.94,117.65,118.80,2941743,0.451,0.41%,109.2941,348958321.05,24818
2016-08-09,117.98,119.13,117.60,118.31,3491668,0.018,0.02%,108.8433,413718980.72,30394
2016-08-08,119.17,119.37,118.195,118.29,3589327,-0.846,-0.77%,108.8249,425279920.02,29085
2016-08-05,118.78,119.45,118.60,119.21,3883771,0.837,0.77%,109.6713,462729872.35,29669
2016-08-04,117.85,118.55,117.58,118.30,4313219,0.718,0.66%,108.8341,509726758.22,28222
2016-08-03,117.77,118.02,117.14,117.52,4120014,-0.166,-0.15%,108.1165,483728536.53,29061
2016-08-02,118.18,118.71,117.11,117.70,4504168,-0.285,-0.26%,108.2821,530107625.61,32639
2016-08-01,117.88,118.39,117.74,118.01,4208757,0.331,0.31%,108.5673,496792631.66,33240
2016-07-29,119.14,119.66,117.43,117.65,7460860,-1.628,-1.48%,108.2361,880456939.14,50478
2016-07-28,119.59,120.18,118.36,119.42,6239355,-0.055,-0.05%,109.8645,743624691.32,42892
